OTU_00004	HQ610290|Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva;Ulva_compressa	100.0	774	0	0	1	850	1	774	-1	0
OTU_00005	HQ610322|Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva;Ulva_intestinalis	99.9	774	1	0	1	849	1	774	-1	0
OTU_00001	MN240358|Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Solieriaceae;Kappaphycus;Kappaphycus_striatus	100.0	859	0	0	1	859	1	1230	-1	0
OTU_00009	MN240358|Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Solieriaceae;Kappaphycus;Kappaphycus_striatus	96.3	860	16	4	1	845	1	1230	-1	0
OTU_00010	MN240358|Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Solieriaceae;Kappaphycus;Kappaphycus_striatus	96.9	866	12	5	1	853	1	1230	-1	0
OTU_00012	FP476056|Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zobellia;Zobellia_galactanivorans	86.0	816	114	0	1	816	1	1188	-1	0
OTU_00014	FP476056|Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zobellia;Zobellia_galactanivorans	83.9	806	130	0	1	806	1	1188	-1	0
OTU_00016	CP000158|Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;Hyphomonas_neptunium	81.9	541	98	0	1	820	1	541	-1	0
OTU_00019	NC035275|Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;Polysiphonia_stricta	99.1	858	8	0	1	858	1	1230	-1	0
OTU_00022	MW921442|Eukaryota;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichaceae;Acrosiphonia;Acrosiphonia_arcta	95.8	827	35	0	1	859	1	839	-1	0
OTU_00020	SpolyschidesMcontig9692766826440|Eukaryota;Eukaryota_X;Phaeophyceae;Tilopteridales;Phyllariaceae;Saccorhiza;Saccorhiza_polyschides	95.5	859	39	0	1	859	1	1229	-1	0
OTU_00025	HQ610290|Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva;Ulva_compressa	98.3	774	13	0	1	849	1	774	-1	0
